,id,text,positive,negative,neutral,polarity,target
57,1485193906316726272,"RT @MichaelWRai: @SnoopDogg @sportemongo #SGOX is officially Live!!! get into the best tokenized business in the #MetaVerse 🌍 

Contract ad…",0.22,0.0,0.78,0.6331676136363636,4
58,1485193906254127105,"RT @PortalNFTs: a #NFT that can create inter-spatial portals in the Metaverse.
Endless possibility. Endless utility. $PRTL

First 1000 peop…",0.10400000000000001,0.0,0.8960000000000001,0.0,4
59,1485193905348001793,"RT @CyberTradeGame: $CCASH IGO is scheduled on @SeedifyFund! ⚡️

We are super excited to do IGO with Seedify!

⚡️ All information and rules…",0.247,0.0,0.753,0.40104166666666663,4
60,1485193904945532932,"@CryptoGnomie @MicropetsBSC NEW Staking and Reward System soon
QnA with CTO on Telegram VC every

☀️2-3PM UTC
🌜10-11PM UTC

🔥Q&amp;A, MicroPets News, Learning and many more.

#MicroPets #Pets #P2E #GameFi #BNB #BSC #NFT #PETSArmy #Petropolis #Metaverse #EricaJan23SS https://t.co/4RNPri7HmF",0.091,0.0,0.909,0.37878787878787873,4
61,1485193903808872458,"RT @StartFinance: Dear community members, we are so glad to announce the reopening of @akitavax IDO tomorrow Jan 23rd at 2:00 PM UTC
#AKITA…",0.22699999999999998,0.0,0.773,0.5,4
62,1485193903804661763,Do not miss the chance to be the first property owners in @Metafluence - $METO token  🚀🚀🚀 https://t.co/TA6dWG9Kjv #metaverse #metafluence #airdrop,0.068,0.08200000000000002,0.85,0.25,0
63,1485193900277092352,"RT @FuturaMeta: Take a look at the video that shows you @Mrgold_original  in detail the game of ""Pinuccio in the metaverse"".
Voxel artist:@…",0.0,0.0,1.0,-0.4,0
64,1485193899832668163,"RT @Genesismetaswap: 💎 Genesis #Metaverse #Swap Airdrop

💵 Rewards : 50 GMS (50$)
👨‍👩‍👧‍👧 Refferal : 10 GMS (10$)
🏆 Winners: Only for First…",0.267,0.0,0.733,0.0,4
65,1485193898930896897,"RT @Genesismetaswap: 💎 Genesis #Metaverse #Swap Airdrop

💵 Rewards : 50 GMS (50$)
👨‍👩‍👧‍👧 Refferal : 10 GMS (10$)
🏆 Winners: Only for First…",0.267,0.0,0.733,0.0,4
66,1485193898696003584,"RT @ERAgameio: ERAGame powered by Thor Game Studio has begun and built the open metaverse game world！

Join the movement here:

👉Connect Wa…",0.091,0.0,0.909,-0.26666666666666666,4
67,1485193898582769667,"RT @Genesismetaswap: 💎 Genesis #Metaverse #Swap Airdrop

💵 Rewards : 50 GMS (50$)
👨‍👩‍👧‍👧 Refferal : 10 GMS (10$)
🏆 Winners: Only for First…",0.267,0.0,0.733,0.0,4
68,1485193898347708418,"RT @ihassansheikh: @colbyblackwel16 You want something new? 
$Casino by #Metasino's presale is going live tomorrow on https://t.co/BBiSNjfM…",0.075,0.0,0.925,0.13636363636363635,4
69,1485193897848762370,"RT @alicefiction_JP: 【CBT参加者募集中】
RPG in Wonder Metaverse
『アリスフィクション』
クローズドβテスト応募受付中！

▼今すぐ応募▼
https://t.co/DBGpSPMvYL

#Amazonギフトコード 10,000…",0.0,0.0,1.0,0.0,0
70,1485193897248800769,"@SmartIn89212288 @CryptoTony__ Ang #vEmpire ay isa sa nangungunang metaverse crypto project at mayroon ding mga kamay sa paglalaro. Malaking pagkakataon para sa lahat na maging bahagi nito. Kaya pumunta lang sa @vempiredigital at sa pamamagitan ng $VEMP sa opisyal na website.
https://t.co/knVHqsBYA4",0.0,0.0,1.0,0.0,0
71,1485193897190043651,"RT @gems_1000: #BSC #BSCGem 
This one is a bomb  $SUGAR

Bottom is in 💹 now only way is up. APE NOW. don’t FOMO In later 

Team always deli…",0.0,0.113,0.887,0.0,0
72,1485193896984522755,"RT @OmErCiKuS80: @1goonrich ✳️ #OASIS #Token #Game #Project #BSC #BSCGem
#Metaverse #NFT #NFTartist #NFTCommunity
✳️ FairLaunch: 30.01.2022…",0.0,0.0,1.0,-0.4,0
73,1485193896254930945,"RT @Genesismetaswap: 💎 Genesis #Metaverse #Swap Airdrop

💵 Rewards : 50 GMS (50$)
👨‍👩‍👧‍👧 Refferal : 10 GMS (10$)
🏆 Winners: Only for First…",0.267,0.0,0.733,0.0,4
74,1485193896183603209,"RT @flurnft: Xeno Infinity Giveaway!

XenoInfinity mint live at https://t.co/pQ0DpEGC1h

Win 1 Xeno Infinity like one in the video in 48 ho…",0.258,0.0,0.742,0.4681818181818182,4
75,1485193896120717315,"RT @BestRealAirdrop: 💎 #Genesis #Metaverse #Swap #Airdrop

💵 Rewards : 50 GMS (50$)
👨‍👩‍👧‍👧 Refferal : 10 GMS (10$)
🏆 Winners: Only for Fir…",0.267,0.0,0.733,0.0,4
76,1485193895235715075,"RT @BtcPromoter: Metaverse Avenue is giving away 10k dollars🔥

Hop into their discord, link is here: https://t.co/g0xdsJW7z8",0.11899999999999998,0.134,0.746,0.0,0
77,1485193894484930561,@binance أكثر من 800 دولار من #BNB رهن في أول تجمع @BinanceChain  لدينا طوال الليل ولا يزال معدل الفائدة السنوية لدينا يحقق أكثر من 500 ٪ في #VEMP @cz_binance  👀 إذا كنت تستخدم بروتوكول #Metaverse &amp; #GameFi بناءً على @binance  ، فنحن نريد أن نرسل إليك هنا 🤝 لماذا لم تدرجنا حتى الآن؟,0.0,0.0,1.0,0.0,0
78,1485193893671051265,RT @bapesclan: You are still early. The bapes takeover has just begun. Metaverse dominance is our goal. Our billion dollar team will be rev…,0.073,0.0,0.927,0.1,4
79,1485193892848832517,"RT @TaylorMusk_: What #ALTCOIN would you recommend me to buy in this market crash ⁉️🤔

Stay strong and don't miss this opportunity 😎🔥

#BSC…",0.326,0.084,0.59,0.4333333333333333,4
80,1485193892173877252,"RT @gems_1000: #BSC #BSCGem 
This one is a bomb  $SUGAR

Bottom is in 💹 now only way is up. APE NOW. don’t FOMO In later 

Team always deli…",0.0,0.113,0.887,0.0,0
81,1485193892089970689,"RT @Genesismetaswap: 💎 Genesis #Metaverse #Swap Airdrop

💵 Rewards : 50 GMS (50$)
👨‍👩‍👧‍👧 Refferal : 10 GMS (10$)
🏆 Winners: Only for First…",0.267,0.0,0.733,0.0,4
82,1485193891385323524,"RT @TribalWarsBSC: We have prepared a lot of exquisite social profiles for our followers. If you change those pictures as profile, there wi…",0.083,0.0,0.917,0.5166666666666667,4
83,1485193891204812800,"RT @deficonnect: We are moving according to plan..

See attached road map for further confirmation..

Next in line is @BitrueOfficial 

We…",0.0,0.0,1.0,0.0,0
84,1485193890957529094,"RT @ladyincrypto: $150 GIVEAWAY ~ 24 HOURS ⏳

($100)
- RT &amp; Follow @luckyfury_ 

(+$50)
- Join Discord (post proof)
https://t.co/b1Ouv0bpy2…",0.111,0.136,0.754,0.0,0
85,1485193890907017218,"RT @Khulood_Almani: #Edge #Computing #Architecture and How it #Processes #Data 

@TechTarget 

#DataScience #bigdata #AI #technology #IoT #…",0.0,0.0,1.0,0.0,0
86,1485193888835190788,"@MetaGiveaway @MicropetsBSC NEW Staking and Reward System soon
QnA with CTO every Mon-Fri
☀️2-3PM UTC
🌜10-11PM UTC
🔻🔻🔻
🔥Q&amp;A, Learning and many more.
https://t.co/oo0dGWHfsQ

#MicroPets #Pets #P2E #GameFi #BNB #BSC #NFT #PETSArmy #Petropolis #Metaverse #yreilicaJan23SS https://t.co/QvFVm6qtLa",0.096,0.0,0.904,0.37878787878787873,4
87,1485193888474218499,"RT @ArslanNaseerCBA: Dunya Metaverse mai bethi hai humari “Digital Pakistan” waali Government iPhone pe 70 hazar tax laganay mai busy hai,…",0.0,0.0,1.0,0.05,0
88,1485193888084410371,"RT @BestRealAirdrop: 💎 #Genesis #Metaverse #Swap #Airdrop

💵 Rewards : 50 GMS (50$)
👨‍👩‍👧‍👧 Refferal : 10 GMS (10$)
🏆 Winners: Only for Fir…",0.267,0.0,0.733,0.0,4
89,1485193887551729665,"The metaverse isn't about creating a mirrored univerese to our ""real"" life",0.0,0.159,0.841,0.2,0
90,1485193887203352581,@mighty__crew Presale is starting on Pinksale NEXT Tuesday 3 PM UTC Mighty Crew is an amazing RPG with 2.5D Graphics. Website: https://t.co/sQzxK8VLTM TG Group :https://t.co/KfSLZmZR6R #Mightycrew #IDO #NFT #Metaverse #blockchaingame #pinksale,0.11600000000000002,0.0,0.884,0.25,4
91,1485193886985330688,"RT @exclusible: Join the @Exclusible x @nft_paris @decentraland party in the @DecentralGames Casino. 

⚠️There are some free #NFT #POAP @po…",0.3390000000000001,0.0,0.661,0.4,4
92,1485193886926610433,"RT @IbaxNetwork: GO ON! 
https://t.co/NePHh1DUpV
📢📢📢📢📢📢📢
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways #NFT https://t.co/62YlAbtTz4",0.0,0.0,1.0,0.0,0
93,1485193886087942149,"RT @Genesismetaswap: 💎 Genesis #Metaverse #Swap Airdrop

💵 Rewards : 50 GMS (50$)
👨‍👩‍👧‍👧 Refferal : 10 GMS (10$)
🏆 Winners: Only for First…",0.267,0.0,0.733,0.0,4
94,1485193885710229505,"RT @Mighty__Crew: It is time for an airdrop for our amazing community !

Ready to win 10,000$ worth of $MIT Tokens ?

Our Giveaway Campaign…",0.393,0.0,0.607,0.5125000000000001,4
95,1485193884737351682,RT @CryptoInsanity: Another #P2E #NFT #blockchain #metaverse #VR game that I can't afford to miss their #privatesale under @Kommunitas1 is…,0.074,0.0,0.926,-0.4,4
96,1485193884359884801,"RT @Ralvero: 🚨PRESALE ALERT🚨
@MetaRaids

🗓23rd January 3:00pm UTC on Pinksale
 
⚔️Doxxed CEO
⚔️Nft Rpg #Metaverse Blockchain Game developed…",0.0,0.0,1.0,-0.4,0
97,1485193884082880514,"#BSC #BSCGem 
This one is a bomb  $SUGAR

Bottom is in 💹 now only way is up. APE NOW. don’t FOMO In later 

Team always deliver 

There is alot of hype &amp; expectation from Sugarland,Metaverse roadmap. Very bullish on this one 

PCs https://t.co/ytTGgbvSB1
https://t.co/kXjOdWTA14",0.0,0.072,0.9280000000000002,0.06666666666666667,0
98,1485193883298504713,"I just joined the #Metafluence IDO Whitelist on #MetaVPad + #BSCPAD + #NFTLaunch

GET YOUR GUARANTEED IDO ALLOCATION ON @metavpad @bscpad @nft_launch

TG: https://t.co/M2yR6Cqy41

$BTC $ETH $BNB #BSC #NFT  #metaverse #VR #AR #virtualreality #meta #n https://t.co/oRlvKFvEL1",0.0,0.0,1.0,0.0,0
99,1485193883143311361,#BSC #Solana #mtk #metakings #Metaverse  @lozova3005  @hamidkha123 @VitalikButerin https://t.co/uOj6hiwkDo,0.0,0.0,1.0,0.0,0
